buoy,day,latitude,longitude,zon.winds,mer.winds,humidity,air.temp,s.s.temp
29,1,-1.99,-179.87,-2.8,-1,88.3,27.6117885629036,29.09
29,2,-1.99,-179.86,-4.2,-2.5,87.9,28.0415610298931,28.99
29,3,-1.99,-179.86,-3.1,-2.9,87.1,28.391066979409,29.32
29,4,-1.98,-179.85,-3,0.9,84.6,28.5914287084215,29.34
29,5,-1.98,-179.85,-2.6,-2.2,86.2,28.3517896193145,29.58
29,6,-1.99,-179.85,-2.8,-2.2,87.9,27.2616049390663,29.38
29,7,-1.99,-179.85,-2.9,-1.6,83.7,28.591931100352,29.54
29,8,-1.99,-179.85,-4.2,-1.1,83.7,28.7412693167976,29.6
29,9,-1.99,-179.85,-2.2,-2.3,82.9,28.6616390223112,29.6
29,10,-1.99,-179.85,-4.7,-1.7,83.3,28.551453230079,29.57
29,11,-1.98,-179.85,-2.8,-2,82.1,28.8614554592308,29.69
29,12,-1.99,-179.85,-3.2,-4.1,87.1,27.8015449098616,29.57
29,13,-1.99,-179.84,-6.6,-2.9,81.6,29.0914894682937,29.53
29,14,-1.99,-179.84,-6.6,-2.9,81.6,29.0917514210837,29.53
32,1,8.01,-170.06,-7.4,-5,82.6,27.9610207931474,28.22
32,2,8.01,-170.06,-7.5,-5.6,82,28.0018662262573,28.2
32,3,8.01,-170.06,-7.3,-5.7,84.7,27.9310059160094,28.19
32,4,8.01,-170.06,-7.4,-4.8,84,27.9617523069466,28.25
32,5,8.01,-170.06,-6.1,-5.7,82.3,27.9318743769194,28.26
32,6,8,-170.06,-6.2,-5,84.4,27.8518001546529,28.26
32,7,8.01,-170.05,-7,-4.7,84,27.8911402458651,28.24
32,8,8,-170.05,-5.9,-4.5,80.6,27.8511866631364,28.27
32,9,8,-170.05,-5.5,-4.3,79.9,27.7314558686453,28.29
32,10,8,-170.06,-5.3,-4.6,79.2,27.5410249922168,28.29
32,11,8.01,-170.06,-5.1,-2.6,77.2,27.6113794326135,28.3
32,12,8,-170.06,-3.7,-2.7,84.7,27.6917400393039,28.39
32,13,8,-170.05,-4.6,-2.1,87.4,28.0013720390189,28.41
32,14,8,-170.07,-6.7,-1.4,86.4,27.8119667546114,28.52
34,1,1.97,-170.02,-4.8,-3.5,94.9,27.851218691245,28.36
34,2,1.98,-170.02,-5.7,-3.1,96.9,28.0516074988586,28.29
34,3,1.98,-170.01,-6.1,-0.4,95.7,27.9718468658596,28.22
34,4,1.98,-170.01,-4.9,-0.6,98.6,27.7816848795323,28.2
34,5,1.97,-170.01,-4.7,-0.3,99,27.8514128657025,28.19
34,6,1.98,-170.01,-4.4,-0.9,97.4,27.8911427007499,28.19
34,7,1.98,-170,-4.7,-3.1,96.9,28.0110962260475,28.04
34,8,1.98,-170.01,-3.5,-1.3,96.5,27.6610862107743,28.21
34,9,1.97,-170,-3.2,-0.9,99.4,26.9913047491084,28.34
34,10,1.97,-170,-3.7,-4.4,94.9,27.6619499108181,28.38
34,11,1.97,-170,-3.8,-3.4,94.9,27.7411876910771,28.43
34,12,1.97,-170,-3.7,-3.2,94.9,27.9713808620761,28.56
34,13,1.98,-170.01,-3.9,-1.8,92.5,28.201119322686,28.58
34,14,1.97,-170,-6.3,0.4,89.7,28.2411805888203,28.65
35,1,-0.03,-170.02,-4.5,-2.6,90.4,27.7212816751739,27.7
35,2,-0.03,-170.03,-4.9,-2.7,89.6,28.1514973304016,28.25
35,3,-0.03,-170.02,-5,-1.9,88.3,28.2313993620591,28.38
35,4,-0.03,-170.03,-5.6,-1.8,87.9,28.1514089476997,28.17
35,5,-0.03,-170.02,-4.8,-0.5,88.7,28.0710339152087,28.1
35,6,-0.03,-170.02,-4.4,-2.2,88.3,28.1513976737186,28.55
35,7,-0.03,-170.02,-4.9,-2.3,86.2,28.3415528992198,28.8
35,8,-0.03,-170.02,-3.5,-1.3,85.3,28.3813604365787,28.99
35,9,-0.03,-170.02,-3,-0.6,82.8,28.5816735509743,29.24
35,10,-0.03,-170.02,-3.2,-4.4,84.5,28.2317146151261,28.87
35,11,-0.03,-170.02,-3.4,-3.2,85.7,28.1910432951893,28.74
35,12,-0.03,-170.02,-3.9,-3.9,84.9,28.2319173719436,28.49
35,13,-0.04,-170.03,-4.3,-2.6,85.3,28.1118485506708,28.2
35,14,-0.03,-170.03,-6,-1.7,85.7,27.991579824558,28.12
36,1,-2.15,-170.02,-4.3,-2.3,87.1,28.9712917033748,29.59
36,2,-2.16,-170.02,-4.3,-1.7,94.2,27.971049558663,29.48
36,3,-2.15,-170.02,-4.1,-2.1,91.1,28.6517731640053,29.51
36,4,-2.15,-170.02,-4.2,-2.5,90.7,28.811458897142,29.6
36,5,-2.15,-170.02,-3.2,-1.1,89.9,28.6914770568665,29.6
36,6,-2.15,-170.01,-4.7,-2,90.3,28.5710271536238,29.52
36,7,-2.16,-170.01,-3.7,-4.6,87.1,29.1318483036461,29.43
36,8,-2.16,-170.01,-0.6,-1.2,90.7,28.1316391616776,29.65
36,9,-2.16,-170.01,-0.7,-0.1,87.1,28.4912885421675,29.96
36,10,-2.16,-170.01,-2.8,-0.6,86.7,28.6518139026433,29.84
36,11,-2.16,-170.01,-3,-1.3,89.9,28.3714449168209,29.7
36,12,-2.16,-170.01,-4.5,-3.5,94.2,27.6118792730919,29.55
36,13,-2.16,-170.01,-4,-4.1,86.3,28.4911951866304,29.43
36,14,-2.16,-170.01,-7.1,-1,82.8,29.2116755230613,29.47
38,3,-7.98,-170.03,-6.1,1.8,82.5,28.0615457502825,29.45
38,6,-7.98,-170.03,-6.2,0,81.7,28.7010694918183,29.39
38,8,-8,-170,-3.1,1.1,82.9,28.3011178257759,29.38
38,10,-8,-170,-2.7,0,79.1,28.4617712505858,29.61
40,1,4.98,-154.94,-6.2,-1.8,89.2,26.6712923981117,28.2
40,2,4.97,-154.94,-7,-2.2,91.8,26.7115502531608,28.18
40,3,4.98,-154.93,-6.9,-4.1,90.9,27.3917079206025,28.2
40,4,4.98,-154.94,-6.9,-2.9,91.4,27.6710067910345,28.22
40,5,4.98,-154.93,-6.8,-1.9,91.4,27.4717315417959,28.19
40,6,4.98,-154.93,-5.8,-2.2,92.2,26.9510061072761,28.21
40,7,4.98,-154.94,-3.1,-3,87.5,27.2712250316818,28.14
40,8,4.98,-154.93,-3.3,-1.9,85,27.3912742303542,28.41
40,9,4.98,-154.93,0.5,0.3,81.6,28.0710587053427,29.12
40,10,4.99,-154.93,-1.6,0.5,85.4,27.511149798868,29.3
40,11,4.99,-154.93,-4.5,0.1,85,27.871405555136,29.17
40,12,4.97,-154.94,-6.2,-0.5,88.8,27.8311475824418,28.73
40,13,4.99,-154.93,-8.1,-0.4,90.9,27.5917851401134,28.59
40,14,4.98,-154.94,-5.9,-0.3,86.3,27.3916766221693,28.49
43,1,-2,-154.98,-1.9,1.6,81.5,27.3719551962847,28.97
43,2,-2,-154.98,-1.3,-0.7,83.3,28.1711365638105,29.07
43,3,-1.99,-154.99,-2.2,-3.8,86.4,27.5719007008832,29.09
43,4,-2,-154.98,-4,-4.8,78.4,28.6913021632985,29.42
43,5,-2,-154.99,-5.9,-2.5,77.6,29.0111513994837,29.53
43,6,-2,-155,-5.3,0.2,79.8,29.0911048625032,29.56
43,7,-2,-154.99,-4.5,-1.3,81.1,28.6919575948855,29.58
43,8,-2,-154.98,-4.8,-3.7,77.6,28.5711437050938,29.49
43,9,-2.01,-154.99,-3.5,-2.7,76.7,28.4912679858368,29.55
43,10,-2,-154.98,-3.7,-2.7,74.5,28.331077328495,29.5
43,11,-2,-154.99,-4.7,-3.7,75.8,28.1312082151608,29.51
43,12,-2,-154.99,-6.3,-3.2,72.3,28.0119441119176,29.39
43,13,-2.01,-154.99,-6.9,-1.5,74.5,28.5312484506958,29.3
43,14,-2,-154.99,-4.1,-2.6,81.1,27.8918192222677,29.2
44,1,-5,-154.99,3.1,1.2,83.4,28.0819572180298,29.44
44,2,-4.99,-154.99,-2.7,0.4,86.4,27.9719214517076,29.23
44,3,-4.99,-154.99,-4.4,-0.9,85.1,28.6019087721412,29.49
44,4,-5,-154.99,-4.5,-2.7,88.5,27.8519706840359,29.37
44,5,-5,-154.99,-5.4,-2,82.6,28.5613456212608,29.36
44,6,-5,-154.99,-5.2,0.6,82.2,28.7610070862265,29.44
44,7,-5,-154.99,-5,-1,85.1,28.2411499179406,29.42
44,8,-5,-154.99,-5.2,-1.8,81.3,28.6417208551597,29.41
