1.034,1.0596,1.4236
2.4341,2.2946,1.9346
1.8491,1.9306,2.0086
1.4591,1.5796,3.294
1.8291,1.9346,1.8346
1.6631,1.7096,3.1346
1.3991,1.2546,1.2946
1.9791,2.0346,2.4346
2.8891,3.0616,2.0346
3.1071,3.2146,2.6586
1.8677,1.4346,2.2346
2.7391,1.7346,2.2335
2.1741,2.2946,2.5346
2.7291,2.9346,3.0546
2.8791,2.9346,1.8346
1.4591,1.6186,1.3846
2.7791,3.5346,1.9346
1.5891,2.3726,2.7346
1.2641,1.6186,2.396
2.6791,2.7346,2.6846
1.6391,1.9346,1.7746
2.6791,2.8346,1.7146
1.2381,1.3326,2.6846
1.9791,2.0866,2.2398
1.0132,1.0856,3.0096
2.4863,2.9246,2.2946
2.2991,2.5346,2.1646
1.0041,1.0226,1.1646
2.7591,2.0086,2.5546
2.5791,2.3346,1.6346
2.3791,2.0346,0.94262
2.0791,1.9046,2.0346
1.4071,1.5796,1.9514
2.9191,2.6846,2.9946
1.6791,1.9346,2.5546
2.6291,2.8146,5.5346
2.1741,2.2296,1.3346
3.0791,3.2346,4.2346
2.9191,3.1146,2.4146
2.4791,2.3346,4.2346
1.1291,0.91462,2.4013
2.7091,2.8496,2.4396
1.837,2.1346,1.2091
1.1991,1.2546,1.8006
1.6791,1.6646,2.0346
1.8791,0.99462,2.7346
2.2791,2.9346,1.2546
2.7791,2.3346,8.1346
2.1141,2.2946,7.0818
2.3691,2.5546,2.9446
1.2407,1.343,2.422
2.6791,2.7946,1.9826
1.9791,3.3346,2.4246
1.2591,1.1146,1.619
2.6941,2.6976,2.0346
3.1101,3.2046,1.9846
2.3271,2.5346,2.8746
1.3941,1.3396,1.6846
2.1291,2.4346,2.5346
1.1991,1.3326,1.6966
4.6791,4.7346,2.8146
3.2791,3.0746,2.7646
1.2251,1.3326,1.3586
2.3591,2.4146,3.7346
1.7711,1.8526,2.3346
1.8291,1.6946,1.2346
1.0171,1.0726,3.3346
2.8791,3.7346,1.6446
0.99504,1.0531,2.1984
3.6991,2.6346,2.8346
1.0691,1.1246,2.5346
1.8791,2.0346,3.9346
3.1991,3.8298,3.7346
2.7791,3.0346,3.0746
1.1991,1.3706,1.9046
1.8791,2.2346,2.6346
2.0791,2.4346,2.5546
2.4991,2.9446,1.7746
2.2391,2.1646,3.0346
3.0791,3.2346,1.2346
3.5391,3.9846,2.0281
1.2771,1.3326,2.1846
1.7791,1.8846,4.7346
2.6291,2.6846,3.0746
1.5891,1.6446,2.0866
2.6291,2.5946,2.5346
2.4781,2.5392,1.5796
1.1791,1.9013,1.304
1.4591,1.4886,2.1246
1.2641,1.3313,1.6446
1.8791,1.7746,1.6346
2.4791,3.0346,0.93462
1.7191,1.7746,2.0711
2.0441,2.2296,3.1146
1.9791,2.8346,1.6446
2.1819,2.1946,1.9346
1.8791,2.2346,1.4197
1.1471,1.2091,2.6496
2.0511,2.1906,2.3346
1.2551,1.3846,2.8346
2.3717,2.4692,2.9456
2.8791,2.8146,2.3699
2.5641,2.6196,2.2946
1.5241,1.5406,1.3196
1.8491,1.9436,2.5546
1.2511,1.2338,2.8346
1.2641,1.4886,2.6196
1.2901,1.3027,1.0726
1.2706,1.3196,1.4886
1.1601,1.2416,2.2166
2.5291,2.9186,1.4886
1.2641,1.3846,2.5476
1.2791,1.3846,2.2846
1.4851,1.5406,2.4846
1.5091,2.7346,2.5846
2.1091,2.2946,2.4346
2.8791,2.9346,2.1711
2.3691,1.5346,1.6901
4.7191,5.0346,1.4626
1.7191,2.3346,1.9696
2.3291,2.2846,2.6346
1.8491,2.0346,1.5796
1.8791,1.1346,1.6056
1.7191,1.8396,2.1646
1.1991,1.3846,2.0346
0.92874,1.0596,4.012
2.6291,2.4246,0.82462
1.3291,1.5016,1.0856
1.7841,1.8526,2.5546
1.6791,1.9346,2.6346
2.2291,2.5346,2.2816
1.9791,2.0346,2.3846
1.1731,2.2946,1.5796
1.6891,2.5406,1.4496
2.0571,2.0736,2.4946
3.1751,3.2696,1.3456
2.6791,3.1846,2.1646
1.8791,1.9846,2.3346
2.4791,2.3346,2.0026
1.7791,1.9346,1.5146
1.2071,1.3196,2.5346
2.3791,2.3346,8.1346
1.9791,1.8146,3.0346
1.2791,2.0636,2.6846
2.1923,2.3297,1.5146
3.0791,2.8346,2.6196
1.731,2.3024,3.2346
1.8491,1.9046,1.5666
1.6591,2.1846,2.6937
1.3291,2.2946,3.4346
1.2511,1.3196,2.0346
1.9791,1.8346,2.1546
1.6791,1.8346,2.6313
2.8791,3.2346,1.6446
1.7191,2.2946,1.2546
0.97914,1.2346,2.2732
2.5291,1.8346,1.9346
2.2491,1.7924,2.7246
3.2781,2.5694,1.3846
1.3991,1.9046,2.2346
2.1091,2.1646,1.2546
3.1791,3.1346,1.5146
2.3691,2.5346,3.2046
2.9891,3.4646,2.3346
3.3791,4.7346,0.94262
2.6791,2.6646,2.0706
1.4791,2.4346,2.7346
2.6091,2.3546,2.7346
1.8791,2.2346,3.2346
2.4791,2.7346,2.5462
2.2911,1.9826,1.5198
2.4991,2.6846,1.3846
2.7291,3.0096,4.7346
1.8528,1.8914,3.0346
2.2317,2.3152,2.6313
1.2511,1.3326,0.78462
2.3561,2.4194,2.5346
1.8191,1.8746,3.5346
2.1791,1.871,3.0486
1.5891,1.6615,4.0546
2.8791,3.1346,1.3196
1.5241,1.5991,1.9046
2.5791,2.4346,3.2346
1.3941,1.4301,1.9346
1.2791,1.3476,2.7346
2.1611,2.2686,2.5546
2.7591,2.8146,1.9346
2.2651,2.3206,2.0203
2.2791,4.9346,3.7246
1.7841,1.8656,3.2346
2.1791,3.2346,1.3911
2.1791,2.2346,1.4346
1.6791,1.3196,2.2346
1.1991,1.2546,2.9186
1.7581,1.4626,2.2946
1.5891,1.4535,1.7746
1.2511,1.7746,2.2346
1.8751,1.8526,2.3346
1.1991,1.6446,4.1346
2.8691,2.4396,1.2296
0.91314,0.98162,3.5346
0.98754,1.0596,1.4886
2.1291,2.1846,3.4346
1.2004,1.8006,2.1646
2.3791,2.1646,2.5346
1.2641,1.6706,2.2686
2.0791,2.0346,2.7886
2.2791,2.3346,1.7346
1.9531,2.2816,2.0346
2.1291,2.0346,1.1246
0.88064,0.94262,2.8146
1.3791,1.4346,3.1346
2.6291,2.6846,2.0346
2.2391,2.2946,2.5346
2.3791,2.4946,2.5346
3.3791,3.4946,2.2946
2.4977,2.5518,2.8736
2.6757,2.7312,2.2946
1.8491,1.9046,1.2546
1.9791,2.8846,1.2546
1.6541,1.8346,1.7681
2.1791,2.1846,2.2946
2.0441,2.1646,1.2146
2.6791,2.0346,2.5846
3.4791,3.6346,2.0086
2.6791,2.5346,2.5392
2.8891,2.8146,3.2346
8.1791,8.5346,3.7346
1.9076,1.9891,1.5146
2.4791,2.5346,1.3326
2.2391,2.3336,1.7226
1.2836,1.5146,2.1646
1.294,1.3696,1.5146
3.9319,4.012,2.0346
2.4991,2.6346,1.9046
1.2251,1.265,1.9846
1.7791,1.9946,1.6346
1.4981,1.5346,1.9046
3.1881,3.254,3.1346
2.7791,2.8346,2.4346
1.5241,1.5796,1.6646
1.3941,1.4366,2.7346
2.9791,3.1346,1.6446
3.4791,3.4346,1.5146
0.89914,3.1346,2.0846
1.2186,3.2046,2.1893
1.2251,1.3456,1.3346
6.6791,8.2346,2.0736
1.7841,1.8396,1.5746
1.7841,1.8474,1.5346
3.0791,3.3346,2.0546
2.4791,2.0546,2.5696
1.9791,2.1346,2.8796
1.9791,2.0346,1.3326
1.6791,2.1346,1.9046
2.1791,2.7346,2.1346
1.2381,1.2936,2.5346
2.2791,2.4346,2.292
1.9401,1.4496,0.99462
2.1091,2.2816,2.0946
2.1791,2.4532,1.4002
2.4791,3.0346,2.2946
2.2791,2.2346,1.6836
2.2791,1.1346,1.6646
1.7191,1.6946,1.8136
4.6591,4.1506,2.0346
1.5191,1.5666,1.5666
1.7165,1.7486,2.1646
1.9291,1.9346,2.1646
3.3891,3.9226,1.3326
1.5631,1.6485,2.8146
1.5691,1.6246,2.1946
3.2791,4.1346,3.0746
1.8791,2.7346,1.3846
2.0125,3.3596,2.2846
2.7591,2.9186,2.9346
2.4991,2.5546,1.7096
3.6791,4.2346,1.6246
2.7591,2.9316,2.2296
1.5891,1.6446,2.4346
1.6171,2.2687,3.3996
2.0441,1.9206,2.1346
1.2791,1.4346,2.4346
2.0391,2.1246,1.3346
2.1791,2.4246,2.1763
2.0831,2.0866,2.7346
1.3291,3.5346,2.2346
0.87914,2.2346,2.2046
2.5791,2.6346,3.3346
3.1791,3.2346,2.3297
2.0791,2.0946,2.0606
1.5891,1.7096,3.3346
2.1091,2.2746,1.3846
1.2602,1.3846,2.1386
2.3691,2.6846,2.5806
1.2121,1.2806,1.8929
1.9841,2.4396,2.6846
1.2381,1.3196,2.4796
2.3791,2.4346,1.3346
2.3891,2.2546,1.3391
1.8491,1.9046,2.5346
1.8491,1.9696,1.9046
2.7791,2.7346,2.8346
1.9791,2.0346,1.3456
1.9791,2.0346,1.2346
1.3291,1.3274,4.6346
2.7591,1.9046,1.6946
2.4491,3.1346,2.6646
1.4791,1.4346,2.1646
2.7591,2.8146,2.4346
4.1791,5.5846,1.7096
2.4791,2.6846,2.4846
1.3551,1.4236,2.0346
1.4923,1.4659,2.1346
2.3591,2.9346,0.99462
3.1791,3.5346,2.6346
1.2287,1.3586,1.3196
2.4651,2.0016,1.4346
2.9541,2.9446,1.6836
2.7591,2.5546,1.3846
5.6791,1.9346,2.2346
2.3691,2.6546,2.7346
1.7191,1.1746,1.7096
2.4341,2.4246,2.4246
2.4341,2.6196,1.7226
2.0129,1.7486,1.0674
1.7646,2.0346,5.7346
2.1091,2.5946,2.2946
2.4851,1.8396,1.9029
1.6541,1.7846,2.2687
2.4341,2.5481,2.1846
2.2391,2.0346,2.255
2.4791,2.5546,1.9436
2.1091,2.3596,1.4626
1.931,1.9306,2.1646
2.4991,2.6346,1.2346
1.1591,2.0846,2.5346
3.3191,2.7746,1.4546
1.8491,1.9046,2.6846
1.6791,1.2846,2.1346
1.3941,1.4561,2.0546
2.6791,2.7346,1.3196
2.4791,2.5171,2.9246
2.6791,3.0546,3.2346
2.1091,2.1646,1.8136
2.4791,2.3346,2.2946
1.6674,1.6096,2.3921
3.0791,3.4346,4.0947
2.2791,1.9346,2.3846
1.216,1.3326,1.7346
2.9291,3.3346,1.6946
1.0958,1.4013,1.9046
2.5791,2.2746,1.4366
2.4991,2.5546,1.9696
2.2391,2.2946,1.2346
1.0547,1.0538,2.3346
2.1791,2.5346,1.8546
1.8791,1.7346,2.2346
1.2311,1.7759,2.4346
2.5791,2.9346,2.3106
5.2291,5.2846,1.8526
2.8891,1.0346,2.3346
2.1351,2.4051,2.1346
1.5391,2.1646,1.9306
0.96474,1.07,1.3066
1.7291,2.1646,1.3802
1.6541,1.7356,1.0856
2.6941,2.8146,2.2346
2.4791,2.9346,1.8346
2.8891,2.9446,2.3438
2.6791,2.7346,2.0636
2.6791,1.9956,1.7436
3.6791,2.9346,1.6186
1.9791,1.8346,1.8526
2.8391,3.3346,1.1186
2.1091,2.1646,2.0346
1.1991,1.2936,1.6446
1.9791,2.1646,2.7346
1.8791,2.0346,1.3846
2.1091,2.2946,2.3346
2.3011,2.9446,1.0546
2.6391,1.9046,1.2936
1.2791,2.2846,3.2404
2.3691,2.3346,3.2696
1.5891,1.6106,1.3547
1.2641,1.3196,2.1451
1.1341,1.3196,2.7346
1.8991,1.8346,0.90362
3.0191,3.0746,1.0596
2.2391,2.3206,1.4236
3.1791,2.9346,3.1266
1.0041,2.3846,2.1646
0.95734,1.0206,2.5846
2.4791,2.7346,2.9746
2.1091,2.1646,1.9566
1.7191,1.4236,1.0596
1.6541,1.6446,1.7746
1.2381,1.4756,2.2946
1.1791,1.0346,1.4496
1.6791,1.2346,2.1646
1.3791,1.6846,2.6196
2.2391,2.3596,1.8346
1.1991,1.2936,2.1346
2.8791,2.9346,2.3846
3.2791,2.9346,2.9346
1.8491,1.9696,2.5346
2.1791,2.2346,1.6186
0.87914,0.93462,1.4346
1.4291,2.0164,2.0846
1.7451,1.8136,2.6846
2.4429,2.5755,1.3084
3.1791,2.5346,1.6346
2.0791,2.3346,2.5946
1.4851,2.3296,1.5796
2.6291,2.7346,1.3846
1.6791,1.3391,4.7346
0.97794,1.4306,2.2346
2.1191,2.0546,1.9846
2.1741,1.9046,1.7486
1.8191,1.3346,2.9346
1.3791,2.2346,1.0206
3.9791,2.7346,3.0346
2.2791,2.2946,2.1646
1.2212,1.2871,3.8346
2.1791,2.0346,1.1896
1.6762,2.4346,0.83462
2.2391,2.2335,2.8146
2.3041,1.8734,3.3346
1.3031,1.3586,1.3196
2.4791,2.5546,2.9446
1.7321,1.7941,1.7346
1.9351,2.0346,1.5406
1.9291,1.9846,2.0996
2.4347,2.5462,1.8786
2.2365,2.292,2.1646
1.3031,1.343,2.6546
1.9648,1.4691,1.7941
1.5111,1.5731,2.5346
1.9388,1.9982,2.6846
2.8791,3.7346,1.5926
2.4991,3.2346,1.6106
2.2291,3.6849,2.2346
1.4791,1.3346,1.2871
3.7791,5.5546,2.3542
2.6791,1.2146,1.3326
1.8465,1.9046,3.2966
1.6021,1.6186,1.7346
2.3041,2.0546,1.7346
2.3691,2.1646,2.0346
5.1791,5.7346,1.1096
2.3791,2.7346,2.6846
1.9661,2.0476,2.0346
1.3031,1.9346,2.2946
1.9791,1.6966,2.2646
2.4791,6.9046,1.5196
2.5291,2.5946,1.6251
1.7321,2.3546,2.2023
2.3691,2.2946,2.5073
2.1091,2.1546,2.9346
2.7591,2.9346,1.5991
2.6791,3.7346,1.4886
1.8491,1.9046,2.1646
2.8791,2.6846,2.0346
1.1991,1.3911,3.2346
1.8231,1.9436,1.2936
2.3791,2.4346,3.6849
3.2661,3.1916,2.3346
3.4791,2.9346,1.9346
0.99504,1.2806,0.76962
2.4921,2.5476,0.96862
2.1791,2.1346,2.3846
1.2191,1.6446,1.0856
4.8791,5.5346,2.1846
1.9141,1.8396,2.7346
2.5071,1.619,3.1846
1.5291,1.5746,1.9346
1.1991,1.2936,2.3687
1.4791,2.2346,1.8326
2.1791,2.3346,2.7346
1.6791,1.7346,4.2346
4.6791,4.7346,4.7346
2.6291,2.8146,2.0346
1.5241,1.5146,1.9046
1.6151,3.2966,2.4346
1.7789,2.2346,2.0346
1.6791,1.7346,1.9046
3.0791,3.3346,2.2166
2.2391,2.4246,2.4346
1.3031,1.3417,1.2746
1.9141,1.8396,2.0346
1.6791,2.2346,1.2885
1.6571,3.2404,2.7346
1.0041,0.99462,1.2782
0.82914,1.8346,1.8396
1.8041,1.6446,1.6596
2.4991,2.5546,1.6346
2.1091,2.1646,2.1346
2.2391,2.9346,2.9944
0.88194,1.0076,2.3846
1.0151,1.0986,1.2546
2.4791,4.7346,4.4746
2.1791,2.6346,2.5546
1.4291,1.5846,2.3346
3.5791,3.9746,1.876
1.5791,1.5346,1.8474
2.4791,2.4346,1.9436
1.9791,2.3346,2.0346
3.1791,3.2946,1.6966
2.2381,2.2996,1.2546
1.0353,1.0856,5.2346
2.2597,2.4311,1.8396
2.4391,2.1346,5.3246
1.8791,1.9346,1.9046
2.0181,2.1126,2.8346
1.7061,1.8786,2.4692
1.6021,1.6576,2.7146
3.1791,3.2346,1.1896
1.4291,1.6121,2.1646
2.4791,2.6846,2.7346
1.7191,2.6846,2.5406
3.0191,2.5221,1.7096
2.6791,2.5846,1.3706
1.619,1.4821,2.2746
1.5791,1.7346,2.8941
0.74914,2.1346,2.3726
1.2641,2.7886,1.7759
1.3161,2.6846,1.9046
6.6791,3.3346,2.6046
2.3561,2.422,1.5346
2.0961,2.1711,2.3346
1.5547,2.544,3.2346
2.0231,1.8734,2.4146
1.6791,1.4346,2.7346
2.4791,2.2946,1.59
1.4791,1.5346,2.7346
1.3291,2.1646,2.7346
2.0691,1.6901,2.4246
1.8791,2.2346,0.91462
1.2332,1.235,3.0746
1.2251,1.3586,4.6346
1.3791,2.1346,2.0366
2.6791,2.6346,2.4496
1.8491,2.0346,1.3196
1.1991,1.6446,1.6485
3.6791,2.9944,2.8146
0.83514,2.2646,1.6966
1.4071,1.5796,1.4346
4.0391,4.1346,2.2346
1.3291,1.4002,3.0346
1.3291,1.2946,1.2546
1.5891,1.7226,2.5546
1.5631,1.6186,1.4236
1.8691,2.0366,3.2346
2.8241,2.9456,2.5346
1.2771,1.2806,2.6846
1.8491,2.4346,2.9346
3.5491,4.3726,2.3986
0.97914,1.3846,3.3346
1.0691,1.1246,2.2346
1.6281,1.6966,8.5546
3.7991,3.5946,2.8846
1.9778,1.902,2.2946
1.2601,1.3352,1.8346
1.2251,1.304,2.2746
1.7791,4.2146,3.2746
2.4791,1.9029,2.4346
2.5271,2.6498,1.3326
2.0311,2.0866,2.6846
1.5291,1.7746,2.7346
1.255,1.3066,1.2286
1.3791,1.5196,1.9696
2.4591,2.2346,1.3456
1.5371,1.5926,1.5276
1.2641,1.7876,1.772
2.0291,1.9346,1.8396
2.3691,2.9346,1.9346
2.7791,4.1346,2.292
2.8891,1.9566,1.1346
1.8491,2.0346,1.9346
2.3791,2.4346,1.7746
1.2381,1.3456,1.4846
1.7191,2.0346,3.2346
2.6331,3.0746,2.0346
2.1791,2.2346,2.0346
2.0441,2.5546,2.5546
2.4791,2.5346,1.6946
1.9791,8.1346,1.9696
1.9141,2.0346,1.3586
1.9141,1.9696,3.2946
3.7591,3.1346,0.76462
1.8491,1.9046,1.3391
2.6791,2.4346,2.297
1.4661,1.5198,1.4346
1.4981,1.5536,2.3346
1.8791,2.1346,1.0596
1.3031,1.3766,1.3326
2.5791,2.8346,3.3346
2.4391,2.4946,1.3196
2.1091,2.1846,1.6316
1.4191,1.5346,2.4896
2.5791,4.7346,2.8846
1.5541,2.8346,2.9446
1.1991,1.2546,1.9013
1.0886,1.3084,2.3846
2.3015,2.383,0.93462
1.8491,1.3846,1.5146
1.3991,1.3196,1.3196
1.5891,1.6836,5.9346
1.4291,1.4346,1.8946
6.6791,1.2546,1.3196
2.1741,2.1386,1.2338
2.6791,2.0346,1.3196
3.1791,3.0346,1.3274
4.0591,4.2056,2.6346
1.9141,1.6186,2.8395
1.3458,2.7346,2.4846
1.6151,1.9046,2.3596
2.0791,2.9546,2.032
1.6161,2.1646,6.7346
1.9791,2.1646,2.2606
5.3791,4.6346,1.9046
1.5241,1.6004,1.8346
1.9791,1.7346,1.3546
1.3681,1.7226,2.0086
1.4291,2.4685,2.1646
0.99114,1.0856,2.6196
2.1791,2.9446,2.6346
1.8491,2.0086,2.7346
1.7984,2.1556,2.6346
1.2121,1.2676,1.6146
1.0691,1.1896,1.5406
2.2791,2.2346,1.0226
2.4991,2.7346,2.0346
1.3291,1.4236,2.0086
1.8791,2.0346,1.9046
2.1791,2.6846,2.1346
2.1091,2.1256,1.9046
1.268,1.2782,1.9046
1.6541,1.9046,1.7346
2.3041,2.4246,1.2806
2.1791,3.2346,1.9346
1.1471,1.1636,2.0946
3.0061,3.1266,2.0346
2.6791,2.7346,1.9046
1.9791,2.0346,1.6446
2.0764,2.394,2.9546
2.9791,2.2346,2.3596
2.1791,2.0346,1.4093
1.0041,1.0596,2.5286
1.3291,1.4236,2.4246
1.2371,1.3391,2.5806
2.9791,2.7346,1.8266
2.5966,2.6313,2.7546
1.0041,1.3846,3.3346
2.8891,3.1346,1.2806
2.8791,2.9346,1.7746
2.6291,1.1701,1.2806
2.7311,2.4246,2.9346
1.4791,2.2346,2.0346
2.3791,2.8146,1.6346
1.2706,2.2686,1.6706
1.4981,1.5536,1.3326
3.0791,3.1346,3.254
1.9791,2.2346,2.1346
2.7891,2.0346,2.2346
1.8751,1.4846,2.2346
2.2391,2.4846,2.7346
1.9791,2.0846,1.772
2.6791,2.7346,1.1346
1.8491,1.9046,1.8846
4.4291,2.2346,2.5346
1.0691,1.1896,1.9696
1.9791,2.1646,2.6846
2.2391,2.8146,5.2346
2.8791,2.7346,2.9446
2.0791,2.2346,2.689
2.4291,2.2346,1.2346
2.8791,3.7346,2.4146
4.6791,2.6196,3.4346
2.3301,2.396,1.5146
1.2251,1.2806,1.7346
2.4791,2.7346,1.2946
2.5791,2.9346,1.3846
2.2791,2.3346,1.8396
1.3791,1.3646,2.3596
2.4791,2.5346,2.4246
2.4991,2.6586,1.6056
2.4791,2.5346,2.2946
1.5891,1.7096,1.9306
2.2791,2.4346,2.2296
3.2791,3.2346,1.3346
2.4791,2.4346,2.8346
1.8791,2.6346,2.2846
2.0791,2.3596,1.2546
2.6791,2.0346,2.6976
2.2791,2.4346,4.2346
1.8791,2.4766,2.7346
3.6791,3.7346,1.8346
4.4791,4.2346,2.6846
1.4591,2.2439,1.8346
2.5791,2.4246,2.4346
1.4981,1.6056,2.1646
1.2719,1.3326,2.2946
1.4791,3.2846,2.2046
2.8691,2.8146,2.4946
2.9331,4.195,2.2346
2.5791,1.6946,2.4246
2.3041,2.5346,1.235
2.1091,2.2346,4.1506
2.4791,2.5346,2.5221
2.4445,2.5013,1.871
1.5791,1.8346,1.6004
3.5791,4.0546,2.8399
1.3681,1.3846,1.0596
2.3791,3.0346,3.3346
2.9791,2.4346,3.668
1.6791,1.7346,2.1776
2.7491,3.2346,1.5536
2.3041,2.5546,1.9346
1.5791,0.86662,3.2346
2.0389,2.0996,2.266
2.2791,2.2846,3.3596
2.4791,2.3438,2.3152
2.3689,2.5364,2.9346
2.5717,2.8736,2.5518
2.6807,2.9346,2.7346
3.0791,3.1346,1.9046
2.3791,2.6846,2.5346
3.7991,4.4746,2.4246
3.0791,2.7346,1.7746
2.4791,2.5346,1.9346
2.6791,2.8346,2.2346
1.1991,1.2286,1.3066
2.5991,2.5346,1.2846
0.79614,1.3352,1.2806
2.2177,2.2732,2.4236
1.9791,2.1776,2.2346
1.8491,1.9826,2.3596
2.1591,1.9346,2.2439
2.4791,2.7346,2.4896
1.2791,2.0346,2.7346
0.86114,1.0226,1.3326
1.3991,1.5146,2.0346
2.3791,2.1746,1.4894
1.5363,1.2885,1.4346
2.0791,2.2346,1.5796
6.3934,4.6721,1.3196
1.2251,1.3326,1.1896
0.85914,1.3846,4.3901
2.3691,2.5546,3.2346
2.6791,1.7746,4.5046
1.9661,2.0281,1.7096
1.2121,1.3066,3.4346
1.4591,1.5146,1.8396
1.7451,1.8266,2.7346
1.8691,2.0346,1.4496
1.5891,1.9346,2.5846
1.3291,1.3846,1.4013
1.4331,1.4067,2.5346
1.7971,2.0346,7.7346
2.4791,2.3946,1.8396
2.6791,2.8796,2.4346
0.97914,1.2346,2.4846
2.1091,2.4246,1.7096
1.7191,2.0346,1.07
2.0831,2.1386,2.8346
2.6791,2.7346,1.3196
1.2791,1.2346,1.33
1.2191,1.8346,3.0346
2.2291,2.3346,2.9446
2.0791,1.6186,1.5796
2.6791,2.5346,3.1346
2.5991,2.5696,1.3196
2.2791,1.9396,2.1346
1.1091,1.3346,2.4346
1.7991,1.9046,2.2686
6.2791,3.2046,1.5846
0.92614,1.6446,1.6946
2.4601,2.5806,2.6846
2.6791,2.8399,1.0986
2.1791,2.5846,2.0346
3.1791,3.3346,2.5846
1.6791,1.7346,1.9346
1.2791,2.1846,1.6446
2.3791,2.4546,2.0346
2.1291,2.2846,1.6946
1.9791,1.9346,1.8346
2.2131,2.2946,1.3846
1.7191,1.8136,1.9346
2.2391,1.9046,1.0466
2.4791,2.6346,1.4546
1.2641,1.2546,3.1346
1.7971,1.876,3.0346
1.4851,2.2296,1.3846
5.1791,1.4846,1.5346
1.4791,1.3846,2.5346
1.0691,1.1246,1.4496
2.6791,1.6346,2.221
1.4791,1.9346,1.7746
1.1591,2.7346,1.0076
2.2391,2.6846,1.8346
0.83914,2.7671,2.6846
2.2391,2.2946,2.4346
0.97914,3.3346,2.6346
1.6791,1.5146,2.7944
0.99894,1.0674,1.8914
2.0791,2.2346,2.0546
1.7191,1.7746,4.1346
2.2791,2.3346,1.8526
2.2791,2.7346,1.3326
2.6791,3.2346,1.1346
1.7191,2.5676,2.4246
1.9791,2.0346,2.8546
1.0151,1.1096,2.0476
2.4731,2.4496,2.6846
2.9791,2.2166,1.9396
2.1791,2.2346,2.1346
